# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
sensor0, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor864, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor865, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor866, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor867, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor868, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor869, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor870, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor871, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor872, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor873, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor874, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor875, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor876, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor877, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor878, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor879, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor880, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor881, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor882, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor883, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor884, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor885, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor886, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor887, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor888, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor889, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor890, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor891, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor892, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor893, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor894, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor895, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor896, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor897, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor898, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor899, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor900, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor901, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor902, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor903, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor904, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor905, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor906, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor907, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor908, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor909, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor910, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor911, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor912, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor913, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor914, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor915, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor916, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor917, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor918, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor919, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor920, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor921, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor922, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor923, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor924, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor925, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor926, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor927, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor928, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor929, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor930, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor931, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor932, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor933, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor934, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor935, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor936, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor937, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor938, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor939, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor940, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor941, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor942, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor943, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor944, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor945, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor946, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor947, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor948, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor949, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor950, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor951, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor952, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor953, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor954, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor955, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor956, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor957, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor958, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor959, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor960, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor961, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor962, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor963, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor964, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor965, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor966, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor967, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor968, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor969, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor970, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor971, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor972, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor973, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor974, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor975, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor976, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor977, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor978, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor979, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor980, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor981, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor982, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor983, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor984, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor985, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor986, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor987, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor988, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor989, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor990, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor991, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor992, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor993, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor994, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor995, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor996, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor997, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor998, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor999, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1000, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1001, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1002, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1003, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1004, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1005, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1006, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1007, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1008, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1009, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1010, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1011, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1012, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1013, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor1014, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
