# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
cam_02733, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.43, 600, 800, -0.175888
cam_03187, , camera, SIMPLE_RADIAL, 1600, 1200, 1888.15, 800, 600, -0.149695
cam_04054, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.28, 800, 533.5, -0.0884329
cam_00845, , camera, SIMPLE_RADIAL, 1600, 1200, 1550.03, 800, 600, -0.0694328
cam_02768, , camera, SIMPLE_RADIAL, 1067, 1600, 3817.69, 533.5, 800, 0.207938
cam_04000, , camera, SIMPLE_RADIAL, 1067, 1600, 1317.46, 533.5, 800, -0.098153
cam_00791, , camera, SIMPLE_RADIAL, 1067, 1600, 3012.93, 533.5, 800, 0.0383683
cam_00261, , camera, SIMPLE_RADIAL, 1600, 1200, 1495.13, 800, 600, -0.0982837
cam_03470, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.03, 600, 800, -0.0760628
cam_03177, , camera, SIMPLE_RADIAL, 1200, 1600, 1808.21, 600, 800, -0.19264
cam_02251, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.09, 800, 533.5, -0.101886
cam_03992, , camera, SIMPLE_RADIAL, 1063, 1600, 1230.83, 531.5, 800, -0.11149
cam_00783, , camera, SIMPLE_RADIAL, 1200, 1600, 1541.95, 600, 800, -0.0739958
cam_03988, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.17, 800, 533.5, -0.0963749
cam_00779, , camera, SIMPLE_RADIAL, 1600, 1063, 1246.86, 800, 531.5, -0.105332
cam_02244, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.25, 800, 533.5, -0.0952351
cam_03985, , camera, SIMPLE_RADIAL, 1067, 1600, 1301.42, 533.5, 800, -0.109613
cam_00776, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.97, 600, 800, -0.0805874
cam_00238, , camera, SIMPLE_RADIAL, 1600, 1067, 1098.87, 800, 533.5, -0.0817751
cam_03447, , camera, SIMPLE_RADIAL, 1067, 1600, 1304, 533.5, 800, -0.0859681
cam_03977, , camera, SIMPLE_RADIAL, 1067, 1600, 1314.88, 533.5, 800, -0.103942
cam_00768, , camera, SIMPLE_RADIAL, 1067, 1600, 2251.02, 533.5, 800, -0.0308959
cam_00227, , camera, SIMPLE_RADIAL, 1600, 1067, 1099.97, 800, 533.5, -0.0776906
cam_03436, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.83, 800, 600, -0.0668788
cam_03966, , camera, SIMPLE_RADIAL, 1067, 1600, 1322.9, 533.5, 800, -0.102694
cam_00757, , camera, SIMPLE_RADIAL, 1067, 1600, 2734.41, 533.5, 800, 0.00954284
cam_03143, , camera, SIMPLE_RADIAL, 1200, 1600, 1803.14, 600, 800, -0.192953
cam_03964, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.64, 533.5, 800, -0.0958898
cam_00755, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.48, 800, 600, -0.0734099
cam_03141, , camera, SIMPLE_RADIAL, 1200, 1600, 1788.46, 600, 800, -0.20723
cam_02203, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.65, 800, 533.5, -0.0999418
cam_03944, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.77, 800, 533.5, -0.103429
cam_00735, , camera, SIMPLE_RADIAL, 1067, 1600, 3093.93, 533.5, 800, 0.0423415
cam_02662, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.76, 800, 533.5, -0.100381
cam_03942, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.35, 800, 533.5, -0.0895187
cam_00733, , camera, SIMPLE_RADIAL, 1600, 1200, 1577.5, 800, 600, -0.080756
cam_02660, , camera, SIMPLE_RADIAL, 1600, 1067, 1316.42, 800, 533.5, -0.0913009
cam_02659, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.55, 800, 533.5, -0.100759
cam_00089, , camera, SIMPLE_RADIAL, 1600, 1067, 1089.76, 800, 533.5, -0.0837557
cam_00078, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.6, 800, 533.5, -0.0732979
cam_03287, , camera, SIMPLE_RADIAL, 1600, 1200, 1834.92, 800, 600, -0.189498
cam_02075, , camera, SIMPLE_RADIAL, 1600, 1067, 1334.85, 800, 533.5, -0.103235
cam_05284, , camera, SIMPLE_RADIAL, 1600, 1200, 1442.9, 800, 600, -0.0336215
cam_03402, , camera, SIMPLE_RADIAL, 1067, 1600, 1325.19, 533.5, 800, -0.103201
cam_00193, , camera, SIMPLE_RADIAL, 1600, 1067, 1093.87, 800, 533.5, -0.0766663
cam_03849, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.4, 800, 600, -0.0720762
cam_00640, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.06, 800, 600, -0.0712361
cam_02986, , camera, SIMPLE_RADIAL, 1600, 1200, 1827.24, 800, 600, -0.172688
cam_02065, , camera, SIMPLE_RADIAL, 1600, 1067, 1300.81, 800, 533.5, -0.0809773
cam_05274, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.06, 800, 600, -0.0611651
cam_00063, , camera, SIMPLE_RADIAL, 1600, 1067, 1087.15, 800, 533.5, -0.084106
cam_03355, , camera, SIMPLE_RADIAL, 1200, 1600, 1837.69, 600, 800, -0.193055
cam_00146, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.7, 800, 533.5, -0.0694502
cam_02002, , camera, SIMPLE_RADIAL, 1067, 1600, 2700.57, 533.5, 800, 0.0177533
cam_05211, , camera, SIMPLE_RADIAL, 1600, 1200, 1467.64, 800, 600, -0.0516443
cam_00062, , camera, SIMPLE_RADIAL, 1600, 1067, 1086.21, 800, 533.5, -0.0860514
cam_00060, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.48, 800, 533.5, -0.0770693
cam_04055, , camera, SIMPLE_RADIAL, 1600, 1067, 1345.55, 800, 533.5, -0.0710558
cam_00846, , camera, SIMPLE_RADIAL, 1067, 1600, 1975, 533.5, 800, -0.05704
cam_00316, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.07, 800, 600, -0.0745818
cam_03525, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.86, 600, 800, -0.081985
cam_03232, , camera, SIMPLE_RADIAL, 1200, 1600, 1822.79, 600, 800, -0.168197
cam_00023, , camera, SIMPLE_RADIAL, 1067, 1600, 1091.99, 533.5, 800, -0.0889798
cam_00415, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.65, 800, 533.5, -0.07402
cam_03624, , camera, SIMPLE_RADIAL, 1067, 1600, 1688.3, 533.5, 800, -0.0638718
cam_03351, , camera, SIMPLE_RADIAL, 1200, 1600, 1818.53, 600, 800, -0.17794
cam_00142, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.11, 800, 533.5, -0.0789887
cam_01778, , camera, SIMPLE_RADIAL, 1063, 1600, 1381.94, 531.5, 800, -0.0988338
cam_04987, , camera, SIMPLE_RADIAL, 1600, 1200, 1479.9, 800, 600, -0.0586411
cam_00057, , camera, SIMPLE_RADIAL, 1600, 1067, 1084.56, 800, 533.5, -0.0814145
cam_03266, , camera, SIMPLE_RADIAL, 1600, 1200, 1184.5, 800, 600, -0.216539
cam_00051, , camera, SIMPLE_RADIAL, 1600, 1067, 1082.22, 800, 533.5, -0.0818931
cam_03343, , camera, SIMPLE_RADIAL, 1200, 1600, 1823.49, 600, 800, -0.176561
cam_00134, , camera, SIMPLE_RADIAL, 1600, 1067, 1105.36, 800, 533.5, -0.078948
cam_02094, , camera, SIMPLE_RADIAL, 1600, 1067, 1302.66, 800, 533.5, 0.00103611
cam_05303, , camera, SIMPLE_RADIAL, 1200, 1600, 1192.1, 600, 800, 0.024254
cam_00096, , camera, SIMPLE_RADIAL, 1600, 1067, 1089.82, 800, 533.5, -0.0852273
cam_00049, , camera, SIMPLE_RADIAL, 1600, 1067, 1084.52, 800, 533.5, -0.0875733
cam_03014, , camera, SIMPLE_RADIAL, 1600, 1200, 1819.25, 800, 600, -0.170735
cam_00028, , camera, SIMPLE_RADIAL, 1067, 1600, 1081.71, 533.5, 800, -0.0918113
cam_03237, , camera, SIMPLE_RADIAL, 1200, 1600, 1829.79, 600, 800, -0.176095
cam_00027, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.94, 533.5, 800, -0.0915555
cam_03236, , camera, SIMPLE_RADIAL, 1200, 1600, 1828.1, 600, 800, -0.177606
cam_00019, , camera, SIMPLE_RADIAL, 1067, 1600, 1095.03, 533.5, 800, -0.0821682
cam_03228, , camera, SIMPLE_RADIAL, 1200, 1600, 1826.91, 600, 800, -0.175624
cam_03828, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.34, 600, 800, -0.0691534
cam_00619, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.87, 800, 533.5, -0.0741057
cam_00842, , camera, SIMPLE_RADIAL, 1200, 1600, 1546.23, 600, 800, -0.0816847
cam_04051, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.85, 800, 533.5, -0.106739
cam_00073, , camera, SIMPLE_RADIAL, 1600, 1067, 1094.01, 800, 533.5, -0.0744615
cam_03282, , camera, SIMPLE_RADIAL, 1600, 1200, 1833.87, 800, 600, -0.197069
cam_03327, , camera, SIMPLE_RADIAL, 1200, 1600, 1835.76, 600, 800, -0.184573
cam_00118, , camera, SIMPLE_RADIAL, 1600, 1067, 1093.25, 800, 533.5, -0.089649
cam_01777, , camera, SIMPLE_RADIAL, 1063, 1600, 1379.58, 531.5, 800, -0.0729376
cam_04986, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.43, 800, 600, -0.0186443
cam_01872, , camera, SIMPLE_RADIAL, 1600, 1067, 1398.33, 800, 533.5, -0.102985
cam_05081, , camera, SIMPLE_RADIAL, 1600, 1200, 1470.81, 800, 600, -0.0377231
cam_03870, , camera, SIMPLE_RADIAL, 1600, 1063, 1242.91, 800, 531.5, -0.0882115
cam_00661, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.09, 800, 533.5, -0.0751316
cam_03999, , camera, SIMPLE_RADIAL, 1067, 1600, 1316.59, 533.5, 800, -0.0932985
cam_00790, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.85, 600, 800, -0.0750027
cam_03469, , camera, SIMPLE_RADIAL, 1067, 1600, 1321.1, 533.5, 800, -0.121803
cam_06687, , camera, SIMPLE_RADIAL, 720, 480, 657.665, 360, 240, -0.0378957
cam_00260, , camera, SIMPLE_RADIAL, 1600, 1067, 1112.5, 800, 533.5, -0.0810564
cam_02082, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.65, 800, 533.5, -0.0867962
cam_05291, , camera, SIMPLE_RADIAL, 1600, 1200, 1193.63, 800, 600, 0.01097
cam_00038, , camera, SIMPLE_RADIAL, 1600, 1067, 1085.02, 800, 533.5, -0.0872657
cam_03247, , camera, SIMPLE_RADIAL, 1200, 1600, 1822.71, 600, 800, -0.199775
cam_01779, , camera, SIMPLE_RADIAL, 1600, 1063, 1254.42, 800, 531.5, -0.105987
cam_04988, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.6, 800, 600, -0.0244883
cam_00133, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.85, 800, 533.5, -0.0735539
cam_03342, , camera, SIMPLE_RADIAL, 1600, 1200, 1838.94, 800, 600, -0.185909
cam_00081, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.53, 800, 533.5, -0.0748484
cam_03290, , camera, SIMPLE_RADIAL, 1067, 1600, 1991.45, 533.5, 800, -0.0572967
cam_02079, , camera, SIMPLE_RADIAL, 1067, 1600, 2576.1, 533.5, 800, 0.00353944
cam_05288, , camera, SIMPLE_RADIAL, 1600, 1200, 1175.34, 800, 600, 0.0179475
cam_00039, , camera, SIMPLE_RADIAL, 1600, 1067, 1083.32, 800, 533.5, -0.088579
cam_03248, , camera, SIMPLE_RADIAL, 1200, 1600, 1775.07, 600, 800, -0.183326
cam_01780, , camera, SIMPLE_RADIAL, 1067, 1600, 3820.62, 533.5, 800, 0.056801
cam_04989, , camera, SIMPLE_RADIAL, 1600, 1200, 1474.06, 800, 600, -0.0395181
cam_01875, , camera, SIMPLE_RADIAL, 1600, 1067, 1385.12, 800, 533.5, -0.111462
cam_05084, , camera, SIMPLE_RADIAL, 1600, 1200, 1494.97, 800, 600, -0.0280779
cam_02087, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.85, 800, 533.5, -0.0753123
cam_05296, , camera, SIMPLE_RADIAL, 1600, 1200, 1193.81, 800, 600, 0.0176661
cam_03332, , camera, SIMPLE_RADIAL, 1200, 1600, 1843.45, 600, 800, -0.169829
cam_00123, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.32, 800, 533.5, -0.0740185
cam_01839, , camera, SIMPLE_RADIAL, 1063, 1600, 1387.95, 531.5, 800, -0.0734586
cam_05048, , camera, SIMPLE_RADIAL, 1200, 1600, 1482.87, 600, 800, -0.0184141
cam_00851, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.96, 600, 800, -0.0689199
cam_03837, , camera, SIMPLE_RADIAL, 1200, 1600, 1541.44, 600, 800, -0.0748765
cam_00628, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.52, 800, 533.5, -0.0748056
cam_00087, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.51, 800, 533.5, -0.0711477
cam_03296, , camera, SIMPLE_RADIAL, 1200, 1600, 1852.76, 600, 800, -0.261899
cam_00018, , camera, SIMPLE_RADIAL, 1067, 1600, 1096.7, 533.5, 800, -0.0871809
cam_03227, , camera, SIMPLE_RADIAL, 1200, 1600, 1828.84, 600, 800, -0.181737
cam_03004, , camera, SIMPLE_RADIAL, 1200, 1600, 1796.43, 600, 800, -0.169179
cam_03314, , camera, SIMPLE_RADIAL, 1600, 1200, 1897.8, 800, 600, -0.154546
cam_00105, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.2, 800, 533.5, -0.0789305
cam_03831, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.98, 600, 800, -0.086426
cam_00622, , camera, SIMPLE_RADIAL, 1200, 1600, 1566.83, 600, 800, -0.0745375
cam_00098, , camera, SIMPLE_RADIAL, 1600, 1067, 1088.74, 800, 533.5, -0.0747496
cam_03832, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.35, 600, 800, -0.0967601
cam_00623, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.27, 800, 533.5, -0.0767193
cam_01757, , camera, SIMPLE_RADIAL, 1067, 1600, 2058.66, 533.5, 800, 0.251093
cam_04966, , camera, SIMPLE_RADIAL, 1600, 1200, 1490.52, 800, 600, -0.0610931
cam_00016, , camera, SIMPLE_RADIAL, 1067, 1600, 1093.45, 533.5, 800, -0.0873019
cam_03225, , camera, SIMPLE_RADIAL, 1600, 1200, 1821.71, 800, 600, -0.195639
cam_02997, , camera, SIMPLE_RADIAL, 1200, 1600, 1796.14, 600, 800, -0.159454
cam_00011, , camera, SIMPLE_RADIAL, 1067, 1600, 1095.55, 533.5, 800, -0.0857091
cam_03220, , camera, SIMPLE_RADIAL, 1600, 1200, 1844.21, 800, 600, -0.186129
cam_00024, , camera, SIMPLE_RADIAL, 1067, 1600, 1094.27, 533.5, 800, -0.089705
cam_03233, , camera, SIMPLE_RADIAL, 1200, 1600, 1821.34, 600, 800, -0.171306
cam_00840, , camera, SIMPLE_RADIAL, 1200, 1600, 1550.98, 600, 800, -0.0718913
cam_04049, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.98, 800, 533.5, -0.0849627
cam_00017, , camera, SIMPLE_RADIAL, 1067, 1600, 1095.45, 533.5, 800, -0.0942764
cam_03226, , camera, SIMPLE_RADIAL, 1600, 1200, 1824.05, 800, 600, -0.174301
cam_03011, , camera, SIMPLE_RADIAL, 1600, 1200, 1830.1, 800, 600, -0.18198
cam_00025, , camera, SIMPLE_RADIAL, 1063, 1600, 1243.46, 531.5, 800, -0.127581
cam_03234, , camera, SIMPLE_RADIAL, 1200, 1600, 1830.58, 600, 800, -0.181201
cam_00045, , camera, SIMPLE_RADIAL, 1600, 1067, 1083.25, 800, 533.5, -0.0816938
cam_02590, , camera, SIMPLE_RADIAL, 1600, 1067, 1348.45, 800, 533.5, -0.120064
cam_03835, , camera, SIMPLE_RADIAL, 1600, 1067, 3834.1, 800, 533.5, 0.0888269
cam_00626, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.44, 800, 533.5, -0.0775866
cam_00849, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.67, 600, 800, -0.0812831
cam_01767, , camera, SIMPLE_RADIAL, 1067, 1600, 1157.17, 533.5, 800, -0.138002
cam_04976, , camera, SIMPLE_RADIAL, 1600, 1200, 1452.84, 800, 600, -0.0392952
cam_03012, , camera, SIMPLE_RADIAL, 1600, 1200, 1809.37, 800, 600, -0.190651
cam_02095, , camera, SIMPLE_RADIAL, 1600, 1067, 1292.08, 800, 533.5, -0.107532
cam_05304, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
cam_02669, , camera, SIMPLE_RADIAL, 1600, 1067, 1313.4, 800, 533.5, -0.0944164
cam_03838, , camera, SIMPLE_RADIAL, 1200, 1600, 1543.62, 600, 800, -0.0722346
cam_00629, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.12, 800, 600, -0.0668411
cam_03333, , camera, SIMPLE_RADIAL, 1200, 1600, 1814.99, 600, 800, -0.1802
cam_00124, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.89, 800, 533.5, -0.0743704
cam_01840, , camera, SIMPLE_RADIAL, 1063, 1600, 1390.4, 531.5, 800, -0.07877
cam_05049, , camera, SIMPLE_RADIAL, 1600, 1200, 1465.01, 800, 600, -0.00869254
cam_02663, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.19, 800, 533.5, -0.111266
cam_04032, , camera, SIMPLE_RADIAL, 1600, 1067, 1338.36, 800, 533.5, -0.109144
cam_00823, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.16, 800, 600, -0.0697269
cam_00293, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.48, 800, 533.5, -0.08013
cam_03502, , camera, SIMPLE_RADIAL, 1067, 1600, 1346.41, 533.5, 800, -0.0852463
cam_00223, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.53, 800, 533.5, -0.0759889
cam_03432, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.25, 600, 800, -0.0748361
cam_03209, , camera, SIMPLE_RADIAL, 1200, 1600, 1813.12, 600, 800, -0.164741
cam_02097, , camera, SIMPLE_RADIAL, 1600, 1067, 1361.71, 800, 533.5, -0.0891342
cam_05306, , camera, SIMPLE_RADIAL, 1600, 1200, 1197.72, 800, 600, 0.0103263
cam_00030, , camera, SIMPLE_RADIAL, 1067, 1600, 1076.9, 533.5, 800, -0.0915787
cam_03239, , camera, SIMPLE_RADIAL, 1200, 1600, 1819.68, 600, 800, -0.187464
cam_03016, , camera, SIMPLE_RADIAL, 1600, 1200, 1818.84, 800, 600, -0.183156
cam_03854, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.73, 800, 600, -0.0718217
cam_00645, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.46, 800, 533.5, -0.0779059
cam_03855, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.64, 800, 600, -0.0727308
cam_00646, , camera, SIMPLE_RADIAL, 1600, 1067, 1274.78, 800, 533.5, -0.0744193
cam_03032, , camera, SIMPLE_RADIAL, 1200, 1600, 1806.65, 600, 800, -0.187828
cam_03857, , camera, SIMPLE_RADIAL, 1067, 1600, 1464.2, 533.5, 800, -0.0996848
cam_00648, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.59, 800, 533.5, -0.0789501
cam_03034, , camera, SIMPLE_RADIAL, 1600, 1200, 1813.89, 800, 600, -0.204538
cam_03862, , camera, SIMPLE_RADIAL, 1200, 1600, 1562.16, 600, 800, -0.0795484
cam_00653, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.96, 600, 800, -0.075526
cam_03396, , camera, SIMPLE_RADIAL, 1600, 1200, 1802.65, 800, 600, -0.176822
cam_00187, , camera, SIMPLE_RADIAL, 1600, 1067, 1098.54, 800, 533.5, -0.0876279
cam_03863, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.38, 800, 600, -0.0675023
cam_00654, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.16, 800, 533.5, -0.0758895
cam_03015, , camera, SIMPLE_RADIAL, 1600, 1200, 1816.16, 800, 600, -0.163641
cam_00029, , camera, SIMPLE_RADIAL, 1067, 1600, 1078.66, 533.5, 800, -0.0902313
cam_03238, , camera, SIMPLE_RADIAL, 1200, 1600, 1814.83, 600, 800, -0.187902
cam_01837, , camera, SIMPLE_RADIAL, 1063, 1600, 1381.37, 531.5, 800, -0.0942788
cam_05046, , camera, SIMPLE_RADIAL, 1600, 1200, 1465.65, 800, 600, -0.0235614
cam_03842, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.32, 600, 800, -0.0741391
cam_00633, , camera, SIMPLE_RADIAL, 1200, 1600, 1561.97, 600, 800, -0.0778027
cam_02972, , camera, SIMPLE_RADIAL, 1200, 1600, 1811.56, 600, 800, -0.188861
cam_01855, , camera, SIMPLE_RADIAL, 1600, 1067, 1227.51, 800, 533.5, -0.12993
cam_05064, , camera, SIMPLE_RADIAL, 1600, 1200, 1477.9, 800, 600, -0.0351003
cam_03853, , camera, SIMPLE_RADIAL, 1200, 1600, 1562.25, 600, 800, -0.0808585
cam_00644, , camera, SIMPLE_RADIAL, 1200, 1600, 1534.99, 600, 800, -0.0788355
cam_03019, , camera, SIMPLE_RADIAL, 1600, 1200, 1822.22, 800, 600, -0.154479
cam_00054, , camera, SIMPLE_RADIAL, 1600, 1067, 1084.33, 800, 533.5, -0.0783905
cam_03263, , camera, SIMPLE_RADIAL, 1200, 1600, 1772.74, 600, 800, -0.203921
cam_03040, , camera, SIMPLE_RADIAL, 1200, 1600, 1797.07, 600, 800, -0.16586
cam_00079, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.68, 800, 533.5, -0.0722558
cam_03288, , camera, SIMPLE_RADIAL, 1600, 1200, 1811.95, 800, 600, -0.177552
cam_00099, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.08, 800, 533.5, -0.0725082
cam_00044, , camera, SIMPLE_RADIAL, 1600, 1067, 1085.66, 800, 533.5, -0.0796164
cam_03030, , camera, SIMPLE_RADIAL, 1200, 1600, 1807.83, 600, 800, -0.194741
cam_02664, , camera, SIMPLE_RADIAL, 1600, 1067, 1311.84, 800, 533.5, -0.0904797
cam_02655, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.76, 800, 533.5, -0.0969601
cam_01162, , camera, SIMPLE_RADIAL, 1200, 1600, 1563.89, 600, 800, -0.157855
cam_04371, , camera, SIMPLE_RADIAL, 1067, 1600, 1092, 533.5, 800, -0.0782688
cam_00088, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.67, 800, 533.5, -0.0808847
cam_03297, , camera, SIMPLE_RADIAL, 1200, 1600, 1773.05, 600, 800, -0.151084
cam_03839, , camera, SIMPLE_RADIAL, 1200, 1600, 1559.01, 600, 800, -0.0734606
cam_00630, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.99, 800, 533.5, -0.0747072
cam_00100, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.23, 800, 533.5, -0.084303
cam_02098, , camera, SIMPLE_RADIAL, 1600, 1067, 1303.27, 800, 533.5, -0.107531
cam_05307, , camera, SIMPLE_RADIAL, 1600, 1200, 1190.92, 800, 600, 0.0260441
cam_02008, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.46, 800, 533.5, -0.0845858
cam_05217, , camera, SIMPLE_RADIAL, 1600, 1200, 1468.25, 800, 600, 0.00599782
cam_02996, , camera, SIMPLE_RADIAL, 1200, 1600, 1822.76, 600, 800, -0.18519
cam_00093, , camera, SIMPLE_RADIAL, 1600, 1067, 1092.65, 800, 533.5, -0.0735125
cam_03302, , camera, SIMPLE_RADIAL, 1200, 1600, 1824.37, 600, 800, -0.140006
cam_01776, , camera, SIMPLE_RADIAL, 1063, 1600, 1388.52, 531.5, 800, -0.0762431
cam_04985, , camera, SIMPLE_RADIAL, 1200, 1600, 1415.52, 600, 800, 0.02472
cam_01871, , camera, SIMPLE_RADIAL, 1600, 1067, 1420.58, 800, 533.5, -0.0917447
cam_05080, , camera, SIMPLE_RADIAL, 1200, 1600, 1485.17, 600, 800, 0.0226494
cam_03869, , camera, SIMPLE_RADIAL, 1067, 1600, 1613.55, 533.5, 800, -0.0966363
cam_00660, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.87, 600, 800, -0.0767698
cam_00838, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.8, 600, 800, -0.0691277
cam_04047, , camera, SIMPLE_RADIAL, 1600, 1067, 1325.82, 800, 533.5, -0.101507
cam_00110, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.22, 800, 533.5, -0.0937961
cam_03319, , camera, SIMPLE_RADIAL, 1600, 1200, 1826.46, 800, 600, -0.17379
cam_03836, , camera, SIMPLE_RADIAL, 1200, 1600, 1542.36, 600, 800, -0.0749376
cam_00627, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.1, 800, 600, -0.0702528
cam_03399, , camera, SIMPLE_RADIAL, 1600, 1200, 1835.7, 800, 600, -0.18569
cam_00190, , camera, SIMPLE_RADIAL, 1600, 1067, 1096.94, 800, 533.5, -0.0838254
cam_03341, , camera, SIMPLE_RADIAL, 1600, 1200, 1840.28, 800, 600, -0.17291
cam_00132, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.77, 800, 533.5, -0.0723671
cam_00107, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.78, 800, 533.5, -0.0751189
cam_03316, , camera, SIMPLE_RADIAL, 1600, 1200, 1872.73, 800, 600, -0.18733
cam_03846, , camera, SIMPLE_RADIAL, 1067, 1600, 1773.47, 533.5, 800, -0.0753551
cam_00637, , camera, SIMPLE_RADIAL, 1600, 1067, 1109.31, 800, 533.5, -0.0763051
cam_00031, , camera, SIMPLE_RADIAL, 1067, 1600, 1078.59, 533.5, 800, -0.0956627
cam_03240, , camera, SIMPLE_RADIAL, 1600, 1200, 1813.61, 800, 600, -0.182662
cam_03017, , camera, SIMPLE_RADIAL, 1600, 1200, 1800.19, 800, 600, -0.171925
cam_03018, , camera, SIMPLE_RADIAL, 1600, 1200, 1892.19, 800, 600, -0.2358
cam_00032, , camera, SIMPLE_RADIAL, 1067, 1600, 1079.6, 533.5, 800, -0.0952061
cam_03241, , camera, SIMPLE_RADIAL, 1600, 1200, 1823.74, 800, 600, -0.201216
cam_00127, , camera, SIMPLE_RADIAL, 1600, 1067, 1092.15, 800, 533.5, -0.0674336
cam_03336, , camera, SIMPLE_RADIAL, 1067, 1600, 1303.07, 533.5, 800, -0.0984965
cam_02125, , camera, SIMPLE_RADIAL, 1600, 1067, 1369.94, 800, 533.5, -0.102338
cam_05334, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.22, 800, 600, 0.0225732
cam_03398, , camera, SIMPLE_RADIAL, 1600, 1200, 1796.83, 800, 600, -0.186345
cam_00189, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.48, 800, 533.5, -0.0765643
cam_04583, , camera, SIMPLE_RADIAL, 1024, 768, 983.799, 512, 384, 0.0688895
cam_01374, , camera, SIMPLE_RADIAL, 1600, 1200, 1566.21, 800, 600, -0.0646568
cam_00104, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.48, 800, 533.5, -0.074772
